id,id_autor,nome_normalizado,h_index,n_colab_inter,p_colab_inter,d1_A1,d1_A2,d1_A3,d1_A4,d1_B1,d1_B2,d1_B3,d1_B4,d1_C/NI/NP,d1_total,d2_A1,d2_A2,d2_A3,d2_A4,d2_B1,d2_B2,d2_B3,d2_B4,d2_C/NI/NP,d2_total,d3_A1,d3_A2,d3_A3,d3_A4,d3_B1,d3_B2,d3_B3,d3_B4,d3_C/NI/NP,d3-total,d4_A1,d4_A2,d4_A3,d4_A4,d4_B1,d4_B2,d4_B3,d4_B4,d4_C/NI/NP,d4_total,cluster_k2,cluster_k3,cluster_k4
1093,91415,MAURO VASCONCELOS PACHECO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,84,88,0,0,0,1,1,2,1,1,72,78,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
1094,52587,EDUARDO HENRIQUE DA SILVA ARANHA,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1,0,0,4,0,0,2,0,60,67,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1095,17934,EIJI ADACHI MEDEIROS BARBOSA,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,23,25,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1096,52143,LAURA TERESA CORREDOR BOHORQUEZ,6,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,5,0,7,3,2,1,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1097,62102,MARCELO FERREIRA SIQUEIRA,6,9,12,0,0,0,0,0,0,0,0,6,6,1,2,0,0,0,1,0,0,6,10,2,2,0,2,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1098,91420,RAFAEL BESERRA GOMES,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,2,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1099,83163,CESAR RENNO COSTA,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,1,2,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1100,22231,ALINE MARIA SALES SOLANO,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,2,1,0,1,2,0,22,33,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1101,59860,JOSE APARECIDO MOREIRA,6,7,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,43,49,1,0,4,1,6,3,0,3,64,82,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1102,91522,JOSE PATROCINIO DA SILVA,6,1,1,0,0,0,0,0,0,0,0,9,9,2,0,0,2,0,0,0,0,31,35,2,2,1,9,1,1,2,0,27,45,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1103,80260,ANTONIO CARLOS GALINDO,6,0,0,1,1,1,0,0,0,0,0,32,35,1,0,0,0,0,0,1,9,64,75,0,0,3,0,0,11,1,3,33,51,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster2
1104,30728,EGMAR LONGO HULL,6,9,20,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,2,0,0,34,36,2,13,0,0,3,1,2,0,20,41,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1105,79595,KARLA DANIELLY DA SILVA RIBEIRO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,28,34,5,3,1,0,1,2,0,0,22,34,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
1106,28703,ADRIANA DA SILVA BRITO,6,7,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,20,5,0,0,3,0,0,0,0,33,41,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1107,75635,SANDRO GONCALVES DA SILVA,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,4,0,0,0,0,25,30,1,0,1,3,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
1108,56179,PAULO GILBERTO DE PAULA TORO,6,7,4,0,0,0,0,0,0,0,0,25,25,0,1,0,3,0,0,0,0,51,55,2,0,0,2,0,2,0,0,107,113,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1109,31558,ALEXANDRE HENRIQUE BEZERRA GOMES,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,3,4,0,7,0,22,39,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster2
1110,49236,MARTIN ALEJANDRO MUSICANTE,6,7,11,0,0,0,0,0,0,0,0,14,14,0,0,4,2,2,0,0,0,34,42,2,0,0,0,1,0,1,0,25,29,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1111,47816,MARCOS ROGERIO CAMARA,6,2,2,2,0,0,0,0,0,0,0,37,39,0,1,0,0,0,0,0,0,56,57,0,1,1,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1112,9242,DAVI SERRADELLA VIEIRA,60,6,7,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,7,4,4,1,2,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1113,84390,MANUEL ANTONIO GORDON-NUNEZ,7,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,4,57,69,3,1,3,2,0,4,5,6,76,100,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1114,63684,BRUNO MOTTA DE CARVALHO,7,7,10,1,0,0,1,0,0,0,0,6,8,0,3,1,0,0,0,0,0,22,26,1,1,0,0,0,0,0,0,19,21,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1115,10378,MOAB PRAXEDES GOMES,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28,30,4,3,2,3,1,2,1,0,81,97,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1116,92321,JUDITH JOHANNA HOELZEMANN,7,4,32,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,12,2,1,6,2,0,0,0,0,31,42,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1117,18569,NEUSA MARIA PAES LEME,7,7,50,0,0,0,1,0,0,0,0,10,11,5,1,2,0,0,0,1,0,25,34,3,0,8,0,0,1,0,0,14,26,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1118,89647,CAROLINE ADDISON CARVALHO XAVIER DE MEDEIROS,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,8,8,2,5,1,1,0,0,3,28,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1119,27606,MIGUEL ANGELO FONSECA DE SOUZA,7,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,13,16,4,3,3,4,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1120,86186,YURI DANIEL JATOBA COSTA,7,2,1,0,0,0,0,0,0,0,0,5,5,1,0,2,0,1,0,0,0,23,27,2,0,0,0,1,0,0,0,59,62,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1121,9937,JOAO CARLOS ALCHIERI,7,2,3,0,0,0,0,0,0,0,0,33,33,6,4,2,4,1,1,1,1,257,277,9,7,13,4,6,7,7,19,123,195,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1122,21618,HASSAN MOHAMED ELSANGEDY,7,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,74,88,9,8,0,5,3,15,7,1,68,116,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
1123,12723,ADRIANO ROCHA GERMANO,7,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,86,88,0,3,2,3,4,6,3,6,50,77,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
1124,42611,MARCELO DE SOUSA DA SILVA,7,17,51,0,0,0,0,0,0,0,0,19,19,0,1,0,0,0,0,0,0,31,32,8,5,1,2,4,0,0,0,12,32,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1125,44170,RAFAEL RODOLFO DE MELO,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,110,116,0,2,4,7,4,12,2,19,134,184,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1126,72348,ALICE DE MORAES CALVENTE VERSIEUX,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,11,15,4,1,3,2,0,1,1,1,18,31,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1127,54073,CATARINA DE OLIVEIRA SOUSA,7,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,25,29,3,3,0,3,2,1,0,0,22,34,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1128,66574,ANTONIA CLAUDIA JACOME DA CAMARA,7,2,40,0,0,0,0,0,0,0,0,8,8,0,0,0,1,0,0,0,0,19,20,8,3,1,0,5,1,0,0,15,33,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1129,10898,PAULA RENATA LIMA MACHADO,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,32,3,3,1,2,3,2,4,0,19,37,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1130,22318,GERALDO BARROSO CAVALCANTI JUNIOR,7,1,2,0,0,0,1,0,0,0,0,78,79,0,0,2,2,1,1,0,0,184,190,1,2,8,1,4,1,2,2,72,93,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1131,4925,RENATA ANTONACI GAMA,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,28,1,4,1,1,2,0,1,1,19,30,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1132,27090,DANIELLE BARBOSA MORAIS,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,56,60,2,5,1,0,2,1,0,1,59,71,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
1133,41705,AURINO ALVES SIMPLICIO,7,3,6,1,0,1,0,2,3,3,12,161,183,0,0,2,1,0,2,4,8,77,94,0,0,0,0,0,2,0,1,30,33,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1134,70322,ROSIMEIRE CAVALCANTE DOS SANTOS,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,34,0,2,0,0,3,11,0,1,99,116,0,0,0,0,0,0,0,0,2,2,cluster0,cluster2,cluster1
1135,16177,VANESSA DE PAULA SOARES RACHETTI,7,9,18,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0,12,17,6,9,2,5,1,0,0,0,12,35,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1136,25575,RENNIO FELIX DE SENA,7,6,6,0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,1,0,0,7,14,5,2,1,1,0,0,1,0,8,18,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1137,58189,FERNANDA ANTUNES CARVALHO,7,8,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,4,0,0,1,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1138,20749,ANDRE LAURINDO MAITELLI,7,1,1,3,0,0,0,0,0,0,0,22,25,0,0,0,0,0,0,1,0,125,126,2,0,2,6,2,2,2,0,92,108,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1139,32999,FERNANDO CESAR ALVES DA SILVA,7,4,5,2,2,0,0,0,0,0,1,37,42,3,1,2,0,0,0,0,5,105,116,2,1,0,0,0,8,0,1,24,36,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1140,86107,JOAO FELIPE BEZERRA,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,4,3,0,3,0,0,0,33,46,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1141,61795,VIVIANE SOUZA DO AMARAL,7,1,1,0,0,0,0,0,0,0,0,9,9,4,1,2,0,0,1,0,0,32,40,6,11,2,1,4,0,0,1,25,50,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1142,63789,JULIO ALEJANDRO NAVONI,7,8,33,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,12,16,9,6,0,2,3,1,1,0,59,81,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1143,56660,ELISA MARIA BITTENCOURT DUTRA DE SOUSA,7,0,0,0,0,0,0,0,0,0,0,30,30,1,2,0,0,0,0,0,0,83,86,0,8,2,1,2,0,2,1,26,42,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
1144,16768,JORGE DANTAS DE MELO,7,4,6,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,2,0,0,66,68,2,0,0,2,0,0,0,0,33,37,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1145,88997,THOMAS FERREIRA DA COSTA CAMPOS,7,6,14,0,0,0,1,0,0,0,0,19,20,2,0,2,0,0,1,0,5,95,105,4,3,2,3,1,1,1,8,52,75,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1146,34849,AMANDA DUARTE GONDIM,7,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,39,42,1,12,3,2,0,0,1,1,56,76,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
1147,90670,FRANCISCO ORDELEI NASCIMENTO DA SILVA,7,2,2,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,31,35,3,4,3,1,1,1,0,0,45,58,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1148,88783,LILIAN GIOTTO ZAROS,7,4,3,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,55,57,0,0,1,1,0,0,2,1,103,108,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1149,14146,ANA PAULA TRUSSARDI FAYH,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,53,66,8,8,2,7,4,8,6,0,26,69,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1150,37440,RENATO MOTTA NETO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,17,23,1,0,2,0,2,0,0,1,14,20,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
1151,52350,CARLOS ANTONIO BRUNO DA SILVA,7,6,9,0,0,1,0,0,0,0,0,34,35,0,5,6,1,3,22,2,8,169,216,0,6,3,5,7,8,7,2,78,116,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1152,42979,DANYELLE MEDEIROS DE ARAUJO,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,4,7,0,1,1,1,1,1,50,66,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1153,73584,ELAINE GOUVEA PIMENTEL,7,10,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,11,12,1,1,0,5,7,2,0,0,17,33,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1154,17546,ADILSON JOSE DE OLIVEIRA,7,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,14,2,0,2,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1155,20584,FREDERICO ARAUJO DA SILVA LOPES,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,1,1,0,1,0,0,49,52,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1156,90902,NICOLE LEITE GALVAO COELHO,7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,5,5,3,1,0,0,0,1,5,20,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1157,83023,DANIEL CARLOS FERREIRA LANZA,7,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,29,32,5,1,10,1,1,0,0,1,19,38,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1158,52307,FRANCISCO PINHEIRO LIMA FILHO,7,8,15,0,2,0,0,0,0,0,0,20,22,1,1,0,0,2,2,0,13,72,91,5,1,2,3,4,5,1,0,14,35,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1159,32757,JOAO MEDEIROS DE ARAUJO,7,1,9,1,1,0,1,0,0,0,0,12,15,0,2,1,0,2,1,0,0,5,11,0,6,5,0,0,0,0,0,18,29,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1160,57513,JONAS IVAN NOBRE OLIVEIRA,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,5,3,2,0,0,1,1,27,43,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1161,10645,CHANG CHUNG YU DOREA,7,3,3,1,2,1,1,4,1,0,0,18,28,0,1,0,2,3,1,0,0,31,38,0,0,1,1,2,4,0,1,16,25,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
1162,32337,TECIA MARIA DE OLIVEIRA MARANHAO,7,3,3,0,0,0,2,0,6,1,0,69,78,3,3,0,1,1,8,5,0,60,81,3,0,1,2,0,9,0,0,13,28,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1163,35680,VALENTIN OBAC RODA,7,8,7,0,0,2,0,0,0,0,0,9,11,1,0,0,0,1,0,0,1,40,43,2,0,1,0,0,0,3,0,22,28,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1164,63544,MARTA COSTA,7,1,1,0,1,0,1,0,0,0,0,7,9,1,1,2,1,0,2,0,0,54,61,1,3,0,0,1,0,0,0,33,38,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1165,38939,FIVIA DE ARAUJO LOPES,7,5,98,0,0,0,1,0,0,0,0,6,7,0,2,0,0,0,0,0,0,96,98,10,3,2,0,0,0,2,0,80,97,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1166,81209,DANIEL BRITO DE FREITAS,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,17,2,14,2,6,0,0,1,2,51,78,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1167,4755,CARLOS AUGUSTO DA SILVA PERES,77,234,376,11,5,2,6,7,1,0,0,15,47,48,22,2,4,8,0,0,1,33,118,99,43,3,2,5,0,0,1,30,183,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
1168,37233,GILSON DE VASCONCELOS TORRES,8,7,1,0,1,0,0,0,0,0,0,26,27,2,0,3,2,3,2,3,18,349,382,2,12,17,7,49,5,14,56,337,499,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1169,89249,MILVA MARIA FIGUEIREDO DE MARTINO,8,0,0,0,1,1,0,0,0,1,1,23,27,1,1,1,0,1,0,0,9,41,54,1,6,5,0,12,1,5,17,24,71,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster2
1170,58136,NILZA PIRES,8,3,6,0,1,0,0,0,0,0,0,7,8,0,4,2,0,0,0,0,0,53,59,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1171,59492,RONALDO ANGELINI,8,7,10,0,0,0,0,0,0,0,0,20,20,1,0,2,0,0,1,0,1,158,163,8,6,3,1,4,0,0,2,23,47,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1172,87499,PAULO SERGIO LUCIO,8,4,4,0,1,0,0,0,0,0,0,35,36,3,1,1,0,3,3,1,1,119,132,8,3,29,4,2,6,1,7,22,82,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1173,79324,LIVIA NUNES CAVALCANTI,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,8,6,1,1,3,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster0
1174,16330,RENATA MARTINS BRAGA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,15,2,4,0,0,0,0,46,79,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1175,61724,JULIO CEZAR DE OLIVEIRA FREITAS,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,30,17,5,2,1,0,0,2,0,29,56,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1176,64580,VANIA SOUSA ANDRADE,8,3,6,0,0,0,0,0,0,0,0,12,12,1,0,0,0,1,1,0,0,20,23,0,1,2,1,2,0,0,0,24,30,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1177,19770,MARCELO DOS SANTOS,8,8,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,6,6,2,2,0,3,0,10,2,70,95,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1178,48934,MARCO CESAR GOLDBARG,8,0,0,0,0,0,0,0,0,1,0,23,24,1,0,1,0,0,0,6,0,97,105,5,0,2,1,1,0,5,0,63,77,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster2
1179,29329,JOAO PAULO MATOS SANTOS LIMA,8,2,8,0,0,0,0,0,0,0,0,6,6,2,1,1,1,0,0,0,0,27,32,5,4,10,2,0,0,0,0,13,34,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1180,91556,MAGDA DINIZ BEZERRA DIMENSTEIN,8,0,0,1,0,0,0,0,0,2,0,24,27,14,6,4,3,6,6,1,4,278,322,13,24,9,16,4,3,4,3,161,237,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1181,11815,JAMILSON SIMOES BRASILEIRO,8,1,1,0,0,0,0,0,0,0,0,5,5,1,6,0,0,0,1,0,2,27,37,3,5,1,2,0,4,1,0,28,44,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1182,81869,ALEXANDRE SANTOS PIMENTA,8,2,2,1,0,0,2,0,1,0,0,10,14,0,1,1,1,0,0,0,2,24,29,3,4,1,1,1,3,0,1,22,36,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1183,71430,ADRIANA MONTEIRO DE ALMEIDA,8,1,1,0,0,0,0,0,0,0,0,14,14,1,1,0,0,0,1,0,0,20,23,0,1,3,0,2,0,0,0,25,31,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1184,71700,MARCIO DIAS PEREIRA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,32,0,0,0,0,5,10,0,7,163,185,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
1185,91348,ALEXANDRE BARBOSA DE OLIVEIRA,8,8,9,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,8,0,7,0,1,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1186,91674,JOSE HUMBERTO DE ARAUJO,8,1,1,0,1,0,3,0,0,0,4,27,35,5,11,2,2,0,0,1,0,42,63,4,11,1,1,0,0,2,0,4,23,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1187,11152,ALINE SCHWARZ,8,2,2,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,53,61,1,0,1,3,1,0,1,0,13,20,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1188,20703,HELDER MATEUS VIANA ESPIRITO SANTO,8,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,21,3,1,4,1,0,1,0,0,22,32,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1189,78907,AUGUSTO JOSE DE ALMEIDA BUSCHINELLI,8,7,9,0,1,0,0,0,3,1,0,37,42,1,1,0,1,0,6,1,0,55,65,4,1,1,2,0,4,1,0,7,20,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1190,34357,CRISTINA BALDAUF,8,5,10,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,40,40,7,7,3,2,1,1,1,0,28,50,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1191,17764,IVONETE BATISTA DE ARAUJO,8,10,7,0,0,0,0,0,0,0,0,3,3,2,1,1,3,0,1,0,0,84,92,4,1,2,0,1,1,0,0,20,29,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1192,61851,JOSIVAN GOMES DE LIMA,8,1,2,1,0,0,0,0,0,0,0,20,21,2,0,3,0,2,3,0,0,111,121,9,3,1,6,0,0,0,3,67,89,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1193,71815,ALLAN DE MEDEIROS MARTINS,8,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,22,25,6,1,3,6,0,1,0,0,30,47,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1194,62293,MAGDA MARIA GUILHERMINO,8,3,8,0,0,0,0,0,0,0,3,22,25,0,0,0,0,1,0,0,3,49,53,1,0,3,2,1,5,0,1,48,61,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
1195,64285,EVE MARIA FREIRE DE AQUINO,8,0,0,0,0,0,0,0,0,0,0,19,19,3,1,3,0,1,0,0,0,34,42,3,14,4,0,0,0,0,0,29,50,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
1196,21845,CLAUDIONOR GOMES BEZERRA,8,7,9,0,1,3,0,0,0,0,0,9,13,0,4,11,1,2,0,0,0,24,42,0,10,2,6,1,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1197,12405,ALDAYR DANTAS DE ARAUJO,8,5,3,5,0,0,0,0,0,0,0,22,27,0,1,0,1,1,0,0,0,56,59,3,1,0,5,0,0,0,0,36,45,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
1198,56625,FELIPE MENDONCA PIMENTA,8,5,10,0,0,0,0,0,0,0,0,9,9,0,2,0,2,3,3,0,0,27,37,1,4,4,0,0,3,1,0,32,45,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
1199,65998,AMANDA MELISSA DAMIAO LEITE,8,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,32,37,0,3,10,0,2,0,14,3,117,149,0,0,0,0,0,0,0,0,0,0,cluster1,cluster2,cluster3
1200,21406,EDUARDO BODNARIUC FONTES,8,17,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,51,57,7,8,1,2,2,12,3,0,40,75,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
